,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude
424,NH,New Hampshire,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.877999999999999,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
425,CA,California,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.419,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
426,OH,Ohio,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.672999999999999,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
427,WI,Wisconsin,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.951,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
428,MA,Massachusetts,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.909,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
429,ND,North Dakota,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.552,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049
430,VA,Virginia,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.218,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
431,WA,Washington,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.258,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
432,OK,Oklahoma,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.337000000000001,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
433,TN,Tennessee,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.7909999999999999,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
434,WI,Wisconsin,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.421,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
435,AR,Arkansas,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.673,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
436,KY,Kentucky,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.5860000000000003,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
437,WI,Wisconsin,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.75,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
438,OH,Ohio,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.588,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
439,AL,Alabama,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.956,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
440,TX,Texas,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.659,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
441,NV,Nevada,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.9680000000000002,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
442,CA,California,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.0390000000000001,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
443,KS,Kansas,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42700000000000005,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
444,AL,Alabama,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.423,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
445,NE,Nebraska,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.234,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
446,MT,Montana,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.754,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
447,FL,Florida,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.5489999999999995,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
448,AK,Alaska,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.515,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
449,KY,Kentucky,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.7929999999999999,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
450,HI,Hawaii,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.571,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,21.304850435, -157.857749403
451,OH,Ohio,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.631,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
452,TX,Texas,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.055,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
453,MT,Montana,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.5130000000000001,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
454,NY,New York,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.684,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
455,TN,Tennessee,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.425,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
456,MO,Missouri,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.0810000000000004,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.635790776, -92.566300053
457,DE,Delaware,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.7919999999999998,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
458,OK,Oklahoma,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.1440000000000001,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
459,OH,Ohio,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.46,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
460,NC,North Carolina,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.535,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.466220975, -79.159250463
461,LA,Louisiana,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.4,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
462,NM,New Mexico,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.3359999999999999,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
463,MT,Montana,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.34700000000000003,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
464,CA,California,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.841,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
465,NM,New Mexico,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.798,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
466,ME,Maine,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.678,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
467,OR,Oregon,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.366,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
468,MD,Maryland,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.628,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
469,MS,Mississippi,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.21,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
470,AK,Alaska,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.253,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
471,NY,New York,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.849,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
472,VT,Vermont,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.47,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
473,CT,Connecticut,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.254,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
474,OK,Oklahoma,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.93,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
475,OK,Oklahoma,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4609999999999999,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
476,CA,California,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.621,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
477,IN,Indiana,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.093,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
478,LA,Louisiana,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.6069999999999998,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
479,MN,Minnesota,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.907,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
480,IL,Illinois,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.607,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
481,NH,New Hampshire,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.0089999999999995,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
482,OR,Oregon,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.045,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
483,NE,Nebraska,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.41200000000000003,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
484,AR,Arkansas,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.451,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
485,IL,Illinois,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.979,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
486,MA,Massachusetts,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.398,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
487,DE,Delaware,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.239,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.008830667, -75.577741168
488,NJ,New Jersey,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.528,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
489,SD,South Dakota,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.8030000000000002,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
490,MA,Massachusetts,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.076,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
491,LA,Louisiana,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.496,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.312660644, -92.445680071
492,TX,Texas,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.938,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
493,CT,Connecticut,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.547999999999999,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
494,TX,Texas,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.375,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
495,SD,South Dakota,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.301,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
496,OR,Oregon,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.29,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
497,NM,New Mexico,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.272,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
498,WY,Wyoming,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.71,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
499,AL,Alabama,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.431,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
500,WI,Wisconsin,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.955,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
501,OR,Oregon,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.334,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
502,IA,Iowa,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.541,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
503,OR,Oregon,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.516,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
504,DC,District of Columbia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.69,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127
505,MI,Michigan,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.751,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027
506,NH,New Hampshire,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6440000000000001,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
507,MT,Montana,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.919,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.066528972, -109.424420645
508,NE,Nebraska,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
509,NM,New Mexico,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.925,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.520880952, -106.240580985
510,CO,Colorado,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.308,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921
511,OK,Oklahoma,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.4909999999999999,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.472031356, -97.521070214
512,NV,Nevada,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.258,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
513,NV,Nevada,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.7369999999999999,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.49324039, -117.071840564
514,MS,Mississippi,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.2030000000000003,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.745510099, -89.538030825
515,ID,Idaho,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.444,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
516,WY,Wyoming,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.641,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
517,RI,Rhode Island,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.44299999999999995,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
518,KS,Kansas,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.742,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
519,AK,Alaska,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.728,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
520,NJ,New Jersey,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.047,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
521,VT,Vermont,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.3369999999999997,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.625381239, -72.517640791
522,AR,Arkansas,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.744,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
523,PA,Pennsylvania,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.397,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
